CustomerID,PurchaseDate,TransactionAmount,ProductInformation,OrderID,Location
5719,05/09/23,882.04,Product D,227324,New York
7693,05/09/23,692.48,Product D,405407,New York
4401,05/09/23,315.22,Product C,993892,New York
6299,05/09/23,34.66,Product D,718990,London
3693,05/09/23,471.39,Product D,226601,Paris
4232,05/09/23,596.28,Product D,104666,London
6399,05/09/23,341.39,Product B,415029,Paris
8061,05/09/23,561.42,Product D,208310,New York
6898,05/09/23,453.02,Product D,100205,New York
4858,05/09/23,756.22,Product C,416613,New York
5499,05/09/23,86.71,Product C,345884,Paris
7146,05/09/23,84.76,Product A,522419,Paris
9514,05/10/23,917.99,Product A,924758,Tokyo
1200,05/10/23,502.65,Product D,669902,New York
3906,05/10/23,751.84,Product C,137581,New York
4575,05/10/23,309.12,Product D,712879,New York
4974,05/10/23,374.59,Product D,910143,London
8863,05/10/23,450.9,Product C,610626,New York
2291,05/10/23,449.75,Product D,192295,Tokyo
8399,05/10/23,828.74,Product A,357657,Tokyo
5694,05/10/23,635.4,Product B,275715,Paris
2551,05/10/23,110.89,Product B,227352,New York
7557,05/10/23,279.11,Product D,823415,Tokyo
1392,05/10/23,629.21,Product A,873291,London
4532,05/10/23,826.31,Product B,851606,Paris
2310,05/10/23,803.01,Product A,478458,Tokyo
7046,05/10/23,950.75,Product C,710224,New York
7408,05/10/23,774.62,Product B,461724,New York
1601,05/10/23,97.18,Product C,438977,New York
8372,05/10/23,683.31,Product C,234568,London
2988,05/10/23,142.01,Product D,800005,Paris
3509,05/10/23,750.26,Product C,536045,Tokyo
7735,05/10/23,865.2,Product A,806073,New York
4804,05/10/23,641.53,Product D,367729,New York
9508,05/10/23,157.45,Product B,443897,Paris
5150,05/11/23,642.13,Product B,477934,New York
2494,05/11/23,354.48,Product C,436653,New York
5949,05/11/23,252.43,Product D,411882,Tokyo
3140,05/11/23,921.19,Product A,531262,Tokyo
9824,05/11/23,351.67,Product D,577463,Paris
5011,05/11/23,615.16,Product A,577538,Tokyo
4290,05/11/23,321.04,Product D,434640,Paris
3450,05/11/23,807.61,Product B,541996,Tokyo
9991,05/11/23,626.81,Product B,828834,New York
2118,05/11/23,447.79,Product C,935012,Paris
2526,05/11/23,662.8,Product A,912510,Tokyo
4555,05/11/23,216.8,Product C,417915,New York
2041,05/11/23,453.79,Product C,638169,New York
1504,05/11/23,164.76,Product B,243006,Tokyo
2342,05/11/23,845.33,Product C,923002,Tokyo
6706,05/11/23,106.65,Product D,434400,New York
7358,05/11/23,918.72,Product A,141843,Paris
9363,05/12/23,777,Product D,182216,Tokyo
8715,05/12/23,895.93,Product C,195563,Tokyo
3832,05/12/23,827.45,Product A,724145,Paris
2741,05/12/23,206.66,Product B,915749,Paris
4048,05/12/23,522.57,Product A,374492,Paris
7434,05/12/23,150.75,Product C,758309,Tokyo
3522,05/12/23,933.33,Product C,633590,Paris
1108,05/13/23,883.21,Product D,273650,London
7256,05/13/23,532.19,Product B,956572,London
9210,05/13/23,99.65,Product C,626560,New York
8405,05/13/23,229.33,Product A,862569,Paris
5460,05/13/23,544.58,Product D,184349,New York
4637,05/13/23,749.38,Product B,567432,Paris
2263,05/13/23,647.04,Product B,257538,London
7670,05/13/23,115.4,Product A,627611,Paris
9693,05/13/23,201.96,Product C,468154,London
1120,05/13/23,999.44,Product C,688730,Paris
7723,05/13/23,777.22,Product D,989587,New York
3196,05/13/23,847.68,Product D,846606,Paris
4892,05/13/23,786.46,Product C,826596,New York
7529,05/13/23,440.15,Product B,899049,London
6354,05/13/23,700.79,Product B,152973,Tokyo
6873,05/13/23,307.19,Product B,981473,London
5254,05/14/23,579.39,Product C,236014,Tokyo
3262,05/14/23,215.27,Product C,794395,Tokyo
2633,05/14/23,911.34,Product A,857537,London
2341,05/14/23,452.28,Product C,181896,New York
6542,05/14/23,527.87,Product A,553873,London
3150,05/14/23,840.13,Product A,136862,Paris
8126,05/14/23,643.39,Product C,464032,Tokyo
8199,05/14/23,527.52,Product B,481574,Paris
1166,05/14/23,948.58,Product A,353080,Tokyo
9901,05/14/23,498.97,Product B,992400,Tokyo
9064,05/15/23,315.96,Product D,139807,New York
7566,05/15/23,511.55,Product D,670053,New York
6986,05/15/23,686.11,Product D,907788,New York
6688,05/15/23,434.09,Product C,172306,Paris
4683,05/15/23,295.78,Product D,693127,Tokyo
4510,05/15/23,140.99,Product D,354801,Tokyo
4116,05/15/23,454.13,Product D,292401,Paris
8859,05/15/23,783.62,Product C,693128,Paris
4804,05/15/23,741.3,Product A,283568,Tokyo
7865,05/15/23,750.04,Product B,611945,London
2063,05/16/23,546.75,Product C,992717,London
6439,05/16/23,769.74,Product D,851470,Paris
3024,05/16/23,260.21,Product B,315477,New York
1645,05/16/23,501.39,Product B,821634,Tokyo
1643,05/16/23,393.52,Product A,299072,Paris
6829,05/16/23,941.73,Product D,294760,Tokyo
6939,05/16/23,295.72,Product D,628750,Tokyo
4863,05/16/23,437.9,Product D,305587,London
6714,05/16/23,934.36,Product C,401769,New York
7653,05/16/23,835.39,Product C,400850,London
8879,05/16/23,206.13,Product D,783932,London
9004,05/16/23,760.58,Product D,777278,Tokyo
2940,05/16/23,766.8,Product B,913373,Tokyo
9376,05/16/23,574.96,Product B,198867,New York
1182,05/16/23,876.02,Product B,229221,New York
1944,05/16/23,418.55,Product D,684357,London
1082,05/17/23,600.69,Product A,419491,London
3762,05/17/23,766.84,Product D,923353,New York
9918,05/17/23,182.11,Product D,483041,New York
5888,05/17/23,606.76,Product C,398384,Tokyo
1517,05/17/23,948.72,Product A,300051,New York
9443,05/17/23,249.52,Product B,405420,Tokyo
3148,05/17/23,689.15,Product A,855829,Paris
8796,05/17/23,747.86,Product D,375311,New York
1972,05/17/23,357.31,Product C,725850,London
4943,05/17/23,550.17,Product D,902903,Paris
9044,05/17/23,784.15,Product C,494322,Paris
9897,05/17/23,661.53,Product B,991737,Paris
3661,05/17/23,248.07,Product D,809922,Paris
7170,05/18/23,906.98,Product A,367865,London
7431,05/18/23,123.09,Product C,986589,Tokyo
7455,05/18/23,568.75,Product A,188025,Tokyo
7049,05/18/23,557,Product D,233636,New York
5033,05/18/23,598.57,Product A,539589,Paris
7824,05/18/23,314.6,Product A,725905,Tokyo
3420,05/18/23,707.65,Product B,911982,New York
1273,05/18/23,76.86,Product C,326222,New York
6661,05/18/23,306.16,Product D,823846,Paris
9108,05/19/23,883.52,Product D,399628,New York
8359,05/19/23,992.85,Product D,278852,London
5660,05/19/23,26.14,Product B,416503,New York
6277,05/19/23,156.85,Product B,388375,Paris
4616,05/19/23,720.67,Product A,318877,Tokyo
7916,05/19/23,72.89,Product D,724834,Tokyo
1530,05/19/23,161.9,Product D,488984,Paris
7859,05/19/23,916.75,Product B,386886,Tokyo
7240,05/19/23,535.25,Product D,630108,Tokyo
4770,05/19/23,803.91,Product B,767542,London
7730,05/19/23,151.29,Product B,753484,Paris
8149,05/19/23,984.39,Product A,503906,London
3837,05/19/23,802.86,Product B,364650,Paris
1430,05/19/23,929.79,Product C,130359,London
5382,05/19/23,648.2,Product C,566509,Paris
1685,05/19/23,737.98,Product D,855185,Paris
3983,05/19/23,325.03,Product B,770718,New York
6267,05/19/23,480.87,Product B,164879,Tokyo
3120,05/20/23,439.37,Product D,522988,Tokyo
3719,05/20/23,147.84,Product B,953047,London
9383,05/20/23,950.26,Product D,677079,Tokyo
7457,05/20/23,939.75,Product A,645940,New York
6776,05/20/23,998.17,Product C,770532,New York
8251,05/20/23,816.86,Product D,970914,Tokyo
9615,05/20/23,704.3,Product C,151470,Paris
3525,05/20/23,290.3,Product D,772036,Paris
1567,05/20/23,622.98,Product B,778720,Paris
1025,05/20/23,359.29,Product D,296412,New York
2293,05/20/23,872.13,Product B,621841,London
4617,05/20/23,836.4,Product B,220190,London
7825,05/20/23,642.6,Product D,757629,Paris
9761,05/20/23,58.1,Product A,794125,New York
1713,05/21/23,393.01,Product C,365971,New York
6822,05/21/23,309.3,Product C,951331,New York
6934,05/21/23,892.66,Product D,841666,London
7911,05/21/23,616.19,Product D,990136,New York
2035,05/21/23,825.62,Product C,780776,Tokyo
3871,05/21/23,499.42,Product A,311505,Paris
1185,05/21/23,209.18,Product C,366776,New York
3280,05/21/23,309.8,Product C,790658,London
6134,05/21/23,67.43,Product D,386814,London
5285,05/22/23,365.96,Product B,165142,New York
7666,05/22/23,935.68,Product D,600641,London
5350,05/22/23,785.07,Product B,856442,New York
7797,05/22/23,108.03,Product D,745558,Tokyo
9266,05/22/23,180.83,Product B,841995,Tokyo
6499,05/22/23,98.41,Product C,334176,Paris
4387,05/22/23,147.19,Product B,244818,Paris
1190,05/22/23,935.03,Product D,993251,Tokyo
7275,05/22/23,490.73,Product D,139285,London
1828,05/22/23,999.29,Product A,197793,London
3879,05/22/23,610.56,Product C,966589,London
7909,05/22/23,887.26,Product B,218548,London
3417,05/22/23,690.75,Product A,916232,Tokyo
4483,05/22/23,504.24,Product D,249811,Paris
4626,05/22/23,232.86,Product B,382154,Tokyo
8504,05/22/23,964.39,Product A,602248,Tokyo
5664,05/22/23,745.5,Product C,532961,London
5192,05/22/23,238.85,Product C,376955,Tokyo
8982,05/22/23,324.11,Product C,334081,London
8758,05/23/23,123.25,Product B,587623,Paris
2229,05/23/23,641.14,Product C,638009,London
8493,05/23/23,593.42,Product B,623059,New York
5762,05/23/23,76.69,Product A,307007,Tokyo
7078,05/23/23,949.89,Product D,715870,London
3535,05/23/23,487.37,Product A,467121,Paris
6400,05/23/23,131.01,Product C,797660,Tokyo
5088,05/23/23,111.77,Product D,750810,London
9621,05/23/23,256.28,Product B,685549,Tokyo
3804,05/23/23,628.23,Product C,983456,New York
5060,05/23/23,248.74,Product A,901164,London
9538,05/23/23,982.29,Product D,508024,Paris
2501,05/23/23,219.98,Product A,153035,Paris
2879,05/23/23,352.55,Product B,773462,London
5298,05/23/23,864.01,Product C,725969,Tokyo
1653,05/24/23,886.8,Product D,934883,New York
4750,05/24/23,837.6,Product A,901909,Paris
8575,05/24/23,808.85,Product A,515182,Paris
5890,05/24/23,117.02,Product A,452618,Paris
1193,05/24/23,218.64,Product A,441244,Paris
2791,05/24/23,802.05,Product B,641058,London
6236,05/24/23,148.53,Product A,787237,Tokyo
8517,05/24/23,466.11,Product A,605382,New York
2679,05/24/23,743.26,Product A,719176,Tokyo
7984,05/24/23,116.88,Product D,177060,New York
5106,05/24/23,758.02,Product B,758765,New York
7179,05/24/23,608.92,Product A,176319,London
9510,05/24/23,450.62,Product A,829386,Paris
4598,05/24/23,331.04,Product A,340174,New York
6298,05/24/23,924.9,Product A,217996,Tokyo
7211,05/24/23,750.65,Product B,745414,Paris
8244,05/24/23,221.56,Product D,932291,London
7116,05/25/23,149.94,Product D,538555,London
6644,05/25/23,73.12,Product A,172371,Tokyo
5477,05/25/23,764.79,Product C,468074,New York
2999,05/25/23,860.81,Product C,652654,Tokyo
6431,05/25/23,245.2,Product D,381631,Paris
6890,05/25/23,896.55,Product A,214682,London
3521,05/25/23,540.99,Product A,231939,Tokyo
2669,05/25/23,774.76,Product A,934904,New York
7939,05/25/23,408.25,Product B,390946,New York
9892,05/25/23,495.19,Product B,670027,Paris
4090,05/25/23,246.42,Product D,344907,Tokyo
3248,05/25/23,21.24,Product D,463546,Paris
6008,05/25/23,588.33,Product C,946934,Paris
2195,05/25/23,69.31,Product D,535810,Tokyo
4974,05/25/23,608.36,Product B,515898,London
8612,05/25/23,483.75,Product B,950916,London
4920,05/26/23,166.79,Product A,679077,Tokyo
7626,05/26/23,643.74,Product C,220768,Tokyo
6582,05/26/23,185.69,Product C,162448,New York
2691,05/26/23,968.76,Product C,975427,Paris
5215,05/26/23,194.34,Product C,929179,Paris
4812,05/26/23,297.58,Product B,101657,New York
9331,05/26/23,108.61,Product C,608205,New York
2033,05/26/23,778.43,Product D,138780,Paris
8640,05/26/23,938.12,Product A,261169,Paris
7809,05/26/23,841.49,Product D,275377,New York
4257,05/26/23,653.39,Product D,331148,Tokyo
5735,05/26/23,215.21,Product D,432441,Tokyo
3173,05/26/23,653.59,Product B,628370,Paris
5308,05/26/23,975.3,Product A,620248,Tokyo
6411,05/26/23,477.68,Product B,105433,London
4185,05/26/23,699.39,Product D,519066,London
6302,05/26/23,299.71,Product C,999695,New York
6071,05/27/23,770.94,Product D,402808,London
3747,05/27/23,688.74,Product D,725510,New York
1711,05/27/23,464.83,Product A,496922,New York
8924,05/27/23,691.77,Product C,547798,Paris
9514,05/27/23,635.54,Product D,947228,London
9751,05/27/23,252.36,Product D,497887,Paris
6005,05/27/23,702.45,Product B,550081,New York
2526,05/27/23,972.43,Product C,991401,New York
2438,05/27/23,388.39,Product B,537605,London
3041,05/27/23,901.05,Product C,799287,Tokyo
9673,05/27/23,281.99,Product C,117975,Tokyo
1612,05/27/23,810.26,Product D,182289,New York
4562,05/27/23,86.43,Product C,931420,Tokyo
8179,05/27/23,425.46,Product B,534130,Tokyo
5040,05/27/23,628.78,Product B,580102,New York
5634,05/27/23,305.57,Product D,255813,Tokyo
6303,05/27/23,473.71,Product B,172222,London
3048,05/27/23,242.28,Product C,880009,New York
3384,05/27/23,39.19,Product C,534152,Tokyo
2658,05/27/23,238.71,Product D,298663,London
4675,05/27/23,985.03,Product B,869735,New York
4727,05/28/23,99.48,Product A,897305,New York
9175,05/28/23,207.67,Product B,378297,London
5923,05/28/23,448.68,Product C,382507,Tokyo
8370,05/28/23,341.31,Product C,477808,Paris
8078,05/28/23,329.1,Product C,127121,New York
7971,05/28/23,554.88,Product C,836996,Tokyo
5049,05/28/23,994.59,Product B,583220,New York
1212,05/28/23,258.83,Product D,970300,London
3607,05/28/23,862.88,Product D,371782,London
4714,05/28/23,656.25,Product A,764678,Tokyo
9689,05/28/23,58.09,Product D,979562,Tokyo
3938,05/28/23,925.24,Product D,941204,London
8511,05/28/23,94.05,Product A,629979,London
3647,05/28/23,447.42,Product D,688153,New York
5009,05/28/23,53.79,Product D,345722,London
7445,05/28/23,165.44,Product C,817552,Paris
4646,05/28/23,674.63,Product B,894586,London
5201,05/28/23,484.29,Product B,968170,Paris
2753,05/28/23,557.69,Product C,395442,London
2582,05/28/23,741.41,Product B,683397,New York
1049,05/28/23,225.72,Product A,147489,Tokyo
6885,05/29/23,196.54,Product D,120053,London
2489,05/29/23,56.65,Product A,260265,London
7288,05/29/23,742.35,Product A,625119,Paris
6896,05/29/23,277.07,Product B,191537,London
9954,05/29/23,798.01,Product B,106687,Tokyo
2036,05/29/23,748.49,Product A,834928,New York
8242,05/29/23,61.1,Product C,675898,London
1659,05/29/23,758.71,Product D,644173,Tokyo
4110,05/29/23,167.75,Product D,622987,Paris
5216,05/29/23,823.38,Product D,583214,London
2133,05/29/23,537.38,Product B,234628,Tokyo
7025,05/29/23,592.5,Product B,913848,London
3555,05/29/23,731.2,Product A,217830,New York
5558,05/29/23,951.69,Product D,364525,New York
3221,05/29/23,787.83,Product A,390794,London
2890,05/29/23,358.72,Product D,711116,Tokyo
9475,05/29/23,247.9,Product A,944554,Tokyo
8273,05/29/23,86.12,Product B,655178,Paris
8300,05/29/23,599.18,Product A,332873,Tokyo
2765,05/29/23,420.33,Product A,909652,Tokyo
9797,05/29/23,274.16,Product C,216970,Paris
2882,05/29/23,285.78,Product B,946432,Tokyo
8692,05/29/23,841.33,Product B,488712,Paris
7511,05/29/23,211.66,Product D,287401,Paris
1833,05/30/23,933.06,Product C,614379,Paris
5520,05/30/23,405.44,Product D,525146,London
2728,05/30/23,642.24,Product C,807256,Tokyo
9328,05/30/23,921.95,Product B,825423,London
6269,05/30/23,290.23,Product D,659572,Paris
3230,05/30/23,772.45,Product A,262959,New York
2404,05/30/23,622.43,Product B,847748,New York
2124,05/30/23,957.71,Product A,890870,New York
7084,05/30/23,98.59,Product B,624203,New York
5179,05/30/23,111.88,Product A,339499,New York
3945,05/30/23,589.59,Product B,512160,Tokyo
1719,05/30/23,179.18,Product C,692960,London
3954,05/30/23,90,Product C,761685,London
5543,05/30/23,779.9,Product D,757193,London
3742,05/31/23,283.34,Product A,515035,London
6432,05/31/23,436.15,Product A,203396,Paris
2194,05/31/23,710.6,Product B,292800,New York
8317,05/31/23,702.32,Product B,205149,London
8342,05/31/23,27.07,Product C,332360,Tokyo
7046,05/31/23,711.35,Product C,654718,New York
5334,05/31/23,793.34,Product B,545790,New York
7932,05/31/23,383.22,Product D,726979,Tokyo
9907,05/31/23,29.33,Product D,919898,Paris
6869,05/31/23,790.55,Product C,116547,London
1505,05/31/23,763.45,Product C,134283,Paris
4788,05/31/23,17.15,Product C,297731,Tokyo
5747,05/31/23,400.38,Product B,452497,New York
8043,05/31/23,584.18,Product C,587575,Tokyo
3852,05/31/23,367.88,Product B,227257,London
8951,05/31/23,350.3,Product A,148174,New York
7889,05/31/23,887.98,Product C,373216,Paris
2624,05/31/23,704.76,Product B,550961,Tokyo
6850,05/31/23,76.88,Product B,868544,New York
8657,06/01/23,983.18,Product B,741674,New York
1086,06/01/23,100.18,Product B,594580,Tokyo
7793,06/01/23,336.92,Product A,604906,Tokyo
6901,06/01/23,680,Product D,874415,New York
6210,06/01/23,740.72,Product C,720298,New York
5557,06/01/23,870.61,Product B,832052,Tokyo
9426,06/01/23,513.65,Product D,145981,Paris
6549,06/01/23,124.02,Product A,247594,London
9806,06/01/23,667.45,Product B,898867,London
2695,06/01/23,900.14,Product C,849014,New York
9880,06/02/23,759.22,Product D,672892,London
4308,06/02/23,630.95,Product C,435281,New York
5582,06/02/23,989.2,Product A,234913,New York
6876,06/02/23,458.07,Product B,878476,Tokyo
6381,06/02/23,136.52,Product A,777406,Tokyo
4538,06/02/23,871,Product C,911984,London
2133,06/02/23,849.31,Product D,805668,Tokyo
4196,06/02/23,390.1,Product D,529008,Tokyo
5444,06/02/23,87.11,Product C,225200,New York
7708,06/02/23,579.15,Product B,432427,New York
2869,06/02/23,74.69,Product D,177680,New York
7242,06/02/23,642.16,Product C,213609,London
3826,06/02/23,676.85,Product C,744333,New York
8780,06/02/23,26.47,Product C,806537,New York
6781,06/02/23,869.04,Product D,931161,Tokyo
7342,06/02/23,527.36,Product D,700534,London
6818,06/03/23,637.32,Product C,674295,Paris
5803,06/03/23,632.35,Product C,705397,London
7807,06/03/23,487.67,Product D,355570,Tokyo
3399,06/03/23,71.41,Product C,313910,New York
4533,06/03/23,158.02,Product D,216587,Paris
2010,06/03/23,783.15,Product B,237064,London
3704,06/03/23,472.72,Product B,752483,New York
8001,06/03/23,554.97,Product C,593687,London
2153,06/03/23,310.87,Product B,644719,New York
4522,06/03/23,858.01,Product B,195643,London
7251,06/03/23,22.49,Product B,503489,Tokyo
2011,06/03/23,552.17,Product B,700521,London
7862,06/03/23,899.64,Product A,396439,New York
8595,06/03/23,649.64,Product A,857750,New York
9311,06/03/23,514.62,Product D,843167,Paris
8484,06/04/23,309.1,Product D,994787,Tokyo
1891,06/04/23,753.53,Product D,775990,New York
8369,06/04/23,377.37,Product B,154040,Paris
1439,06/04/23,848.6,Product C,315425,London
5281,06/04/23,540.74,Product C,741603,Paris
7164,06/04/23,740.7,Product C,208998,London
6383,06/04/23,677.61,Product D,432043,Tokyo
2556,06/04/23,760.62,Product A,110142,London
6319,06/04/23,378,Product D,966286,Paris
7511,06/04/23,806.54,Product C,194689,Tokyo
9452,06/04/23,133.43,Product A,900185,London
4868,06/04/23,369.06,Product C,670913,Paris
1721,06/04/23,864.3,Product B,148215,Tokyo
4014,06/04/23,393.59,Product D,244192,London
9054,06/04/23,699.22,Product A,339030,London
4948,06/04/23,233.09,Product B,944917,Tokyo
8598,06/04/23,126.6,Product A,765213,New York
1305,06/04/23,512.11,Product A,952117,Tokyo
4913,06/04/23,964.36,Product B,893988,London
3262,06/04/23,865.19,Product A,884140,London
1207,06/04/23,425.86,Product D,210665,Tokyo
4878,06/05/23,170.88,Product B,532322,New York
9564,06/05/23,910.25,Product D,966662,London
5564,06/05/23,78.73,Product C,468203,Tokyo
6323,06/05/23,462.97,Product B,548324,Tokyo
8620,06/05/23,289.48,Product C,443199,New York
9462,06/05/23,380.17,Product A,640299,London
3656,06/05/23,153.16,Product A,539963,Paris
3972,06/05/23,151.82,Product D,172965,London
5067,06/05/23,903.29,Product C,705748,Paris
2975,06/05/23,428.09,Product B,600905,New York
3604,06/05/23,933.4,Product C,197874,Paris
1514,06/05/23,337.12,Product B,392004,Tokyo
5687,06/05/23,540.28,Product C,530849,Paris
6328,06/05/23,481.39,Product C,675191,Tokyo
3267,06/05/23,257.5,Product D,489244,New York
7717,06/05/23,658.23,Product B,178463,Tokyo
6327,06/05/23,284.12,Product C,297509,London
9622,06/05/23,371.24,Product A,491738,Tokyo
1878,06/05/23,365.45,Product A,608149,London
6295,06/05/23,971.26,Product C,258290,Tokyo
3926,06/05/23,40.96,Product A,608947,London
3223,06/05/23,467.08,Product A,372793,Tokyo
7622,06/05/23,519.45,Product A,789606,Tokyo
8105,06/06/23,689.91,Product B,459381,Tokyo
8736,06/06/23,202.6,Product A,813763,Tokyo
5221,06/06/23,393.3,Product A,681896,Paris
2391,06/06/23,62.08,Product B,891083,New York
1305,06/06/23,722.35,Product C,189913,London
6517,06/06/23,768.64,Product B,726258,Tokyo
5990,06/06/23,513.25,Product B,786393,Tokyo
4624,06/06/23,221.22,Product C,447148,Paris
7997,06/06/23,113.06,Product B,676680,Tokyo
7022,06/06/23,306.26,Product D,911032,London
1480,06/07/23,812.58,Product C,161437,Tokyo
9066,06/07/23,985.51,Product C,614646,London
8622,06/07/23,294.76,Product B,177449,Tokyo
2143,06/07/23,201.56,Product D,572536,Paris
2926,06/07/23,140.26,Product B,103704,Paris
2562,06/07/23,532.88,Product A,340927,London
1230,06/07/23,328.99,Product B,118786,New York
5107,06/07/23,49.09,Product D,686179,Paris
3203,06/07/23,850.9,Product C,923481,Tokyo
5114,06/07/23,909.08,Product A,196781,Tokyo
7135,06/07/23,388.65,Product D,493892,New York
9582,06/08/23,143.9,Product B,788108,London
4517,06/08/23,195.28,Product C,567676,London
9317,06/08/23,115.35,Product C,982554,London
1803,06/08/23,610.34,Product D,973294,Paris
2964,06/08/23,87.7,Product D,743644,New York
8532,06/08/23,87.08,Product C,703727,Tokyo
4729,06/08/23,266.06,Product D,573039,Tokyo
8381,06/08/23,448.29,Product D,420214,New York
4485,06/08/23,46.29,Product C,669868,Tokyo
6916,06/09/23,323.31,Product D,979727,Tokyo
7296,06/09/23,984.6,Product C,846172,New York
5905,06/09/23,666.75,Product B,377312,New York
8450,06/09/23,409.92,Product A,373791,London
6544,06/09/23,969.96,Product A,162678,Paris
4470,06/09/23,198.12,Product A,883159,Tokyo
7018,06/09/23,799.32,Product C,940064,New York
6860,06/09/23,507.81,Product C,925115,Paris
4052,06/09/23,751.51,Product C,139286,New York
3880,06/09/23,920.44,Product D,926236,Tokyo
6761,06/10/23,571.97,Product B,690462,London
3213,06/10/23,700.65,Product B,719531,Tokyo
2625,06/10/23,765.11,Product B,377501,New York
6598,06/10/23,768.49,Product B,337547,London
2502,06/10/23,911.4,Product D,466566,New York
7498,06/10/23,717.86,Product A,720859,London
3443,06/10/23,99.18,Product A,858711,New York
1509,06/10/23,410.35,Product D,682959,London
1960,06/10/23,845.91,Product A,536236,Tokyo
6570,06/10/23,125.84,Product C,664032,Paris
1029,06/10/23,704.99,Product D,992083,New York
5938,06/10/23,219.12,Product B,901280,Paris
1990,06/10/23,791.4,Product C,759104,Tokyo
4982,06/10/23,624.79,Product B,972881,Paris
2970,06/10/23,759.62,Product B,275284,London
6669,06/10/23,941.5,Product C,987025,New York
8836,06/10/23,545.36,Product C,512842,London
1440,06/10/23,729.94,Product B,559753,Paris
4759,06/10/23,804.28,Product D,467544,New York
